token	lemma	Deg	Numb	Person	Mood_Tense_Voice	Case	Gend	Dis	pos
cognitus	cognosco	_	Sing	_	Par|Perf|Pass	Nom	Masc	_	VER
tantum	tantum	Pos	_	_	_	_	_	2	ADV
Deo	deus	_	Sing	_	_	Dat	_	_	NOMcom

mox	mox	Pos	_	_	_	_	_	_	ADV
et	et	_	_	_	_	_	_	2	CONcoo
triformis	triformis	Pos	Sing	_	_	Nom	MascFem	_	ADJqua
angelorum	angelus	_	Plur	_	_	Gen	_	_	NOMcom
trinitas	trinitas	_	Sing	_	_	Nom	_	_	NOMcom
senis	senex	_	Sing	_	_	Gen	Com	2	ADJqua
reuisit	reuiso	_	Sing	3	Ind|Pres|Act	_	_	_	VER
hospitis	hospes	_	Sing	_	_	Gen	_	_	NOMcom
mapalia	mapalia	_	Plur	_	_	Acc	_	_	NOMcom
et	et	_	_	_	_	_	_	2	CONcoo
iam	iam	Pos	_	_	_	_	_	_	ADV
uietam	uietus	Pos	Sing	_	_	Acc	Fem	_	ADJqua
Sarra	Sara	_	_	_	_	Ind	_	_	NOMpro
in	in	_	_	_	_	_	_	_	PRE
aluum	aluus	_	Sing	_	_	Acc	_	_	NOMcom
fertilis	fertilis	Pos	Sing	_	_	Gen	Com	_	ADJqua
munus	munus	_	Sing	_	_	Acc	_	_	NOMcom
iuuentae	iuuenta	_	Sing	_	_	Gen	_	_	NOMcom
mater	mater	_	Sing	_	_	Nom	_	_	NOMcom
exsanguis	exsanguis	Pos	Sing	_	_	Nom	MascFem	_	ADJqua
stupet	stupeo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
herede	heres	_	Sing	_	_	Abl	_	_	NOMcom
gaudens	gaudeo	_	Sing	_	Par|Pres|SemDep	Nom	Com	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
cachinni	cachinnus	_	Sing	_	_	Gen	_	_	NOMcom
paenitens	paeniteo	_	Sing	_	Par|Pres|Act	Nom	Com	_	VER

haec	hic	_	Sing	_	_	Nom	Fem	1	PROdem
ad	ad	_	_	_	_	_	_	2	PRE
figuram	figura	_	Sing	_	_	Acc	_	_	NOMcom
praenotata	praenoto	_	Sing	_	Par|Perf|Pass	Nom	Fem	_	VER
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
linea	linea	_	Sing	_	_	Nom	_	_	NOMcom
quam	qui	_	Sing	_	_	Acc	Fem	1	PROrel
nostra	noster	_	Sing	_	_	Nom	Fem	_	PROpos
recto	rectus	Pos	Sing	_	_	Abl	MascNeut	_	ADJqua
uita	uita	_	Sing	_	_	Nom	_	_	NOMcom
resculpat	resculpo	_	Sing	3	Sub|Pres|Act	_	_	_	VER
pede	pes	_	Sing	_	_	Abl	_	_	NOMcom
uigilandum	uigilo	_	Sing	_	Ger|_|Act	Acc	_	_	VER
in	in	_	_	_	_	_	_	_	PRE
armis	arma	_	Plur	_	_	Abl	_	_	NOMcom
pectorum	pectus	_	Plur	_	_	Gen	_	_	NOMcom
fidelium	fidelis	Pos	Plur	_	_	Gen	Com	2	ADJqua
omnemque	omnis界que	_	Sing	_	_	Acc	MascFem	_	PROind
nostri	noster	_	Sing	_	_	Gen	MascNeut	_	PROper
portionem	portio	_	Sing	_	_	Acc	_	_	NOMcom
corporis	corpus	_	Sing	_	_	Gen	_	_	NOMcom
quae	qui	_	Sing	_	_	Nom	Fem	1	PROrel
capta	capio	_	Sing	_	Par|Perf|Pass	Nom	Fem	2	VER
foedae	foedus	Pos	Sing	_	_	Dat	Fem	2	ADJqua
seruiat	seruio	_	Sing	3	Sub|Pres|Act	_	_	_	VER
libidini	libido	_	Sing	_	_	Dat	_	_	NOMcom
domi	domus	_	Sing	_	_	Loc	_	_	NOMcom
coactis	cogo	_	Plur	_	Par|Perf|Pass	Abl	Com	_	VER
liberandam	libero	_	Sing	_	Adj|_|Pass	Acc	Fem	_	VER
uiribus	uis	_	Plur	_	_	Abl	_	_	NOMcom

nos	nos	_	Plur	_	_	Acc	_	_	PROper
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
large	large	Pos	_	_	_	_	_	_	ADV
uernularum	uernula	_	Plur	_	_	Gen	_	_	NOMcom
diuites	diues	Pos	Plur	_	_	Nom	MascFem	_	ADJqua
si	si	_	_	_	_	_	_	2	CONsub
quid	quis	_	Sing	_	_	Acc	Neut	1	PROint
trecenti	trecenti	_	Plur	_	_	Nom	_	_	ADJcar
bis	bis	_	_	_	_	_	_	_	ADJadv.mul
nouenis	nouenus	_	Plur	_	_	Abl	_	_	ADJdis
additis	addo	_	Plur	_	Par|Perf|Pass	Abl	Com	_	VER
possint	possum	_	Plur	3	Sub|Pres|Act	_	_	1	VER
figura	figura	_	Sing	_	_	Abl	_	_	NOMcom
nouerimus	nosco	_	Plur	1	Sub|Perf|Act	_	_	_	VER
mystica	mysticus	Pos	Sing	_	_	Nom	Fem	_	ADJqua

mox	mox	Pos	_	_	_	_	_	_	ADV
ipse	ipse	_	Sing	_	_	Nom	Masc	_	PROdem
Christus	Christus	_	Sing	_	_	Nom	_	_	NOMpro
qui	qui	_	Sing	_	_	Nom	Masc	1	PROrel
sacerdos	sacerdos	_	Sing	_	_	Nom	_	_	NOMcom
uerus	uerus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
parente	parens	_	Sing	_	_	Abl	_	1	NOMcom
inenarrabili	inenarrabilis	Pos	Sing	_	_	Abl	Com	_	ADJqua
atque	atque	_	_	_	_	_	_	1	CONcoo
uno	unus	_	Sing	_	_	Abl	MascNeut	_	ADJcar
satus	sero	_	Sing	_	Par|Perf|Pass	Nom	Masc	3	VER
cibum	cibus	_	Sing	_	_	Acc	_	_	NOMcom
beatis	beatus	Pos	Plur	_	_	Dat	Com	_	ADJqua
offerens	offero	_	Sing	_	Par|Pres|Act	Nom	Com	_	VER
uictoribus	uictor	_	Plur	_	_	Dat	_	_	NOMcom
paruam	paruus	Pos	Sing	_	_	Acc	Fem	2	ADJqua
pudici	pudicus	Pos	Sing	_	_	Gen	MascNeut	_	ADJqua
cordis	cor	_	Sing	_	_	Gen	_	_	NOMcom
intrabit	intro	_	Sing	3	Ind|Fut|Act	_	_	1	VER
casam	casa	_	Sing	_	_	Acc	_	_	NOMcom
monstrans	monstro	_	Sing	_	Par|Pres|Act	Nom	Com	_	VER
honorem	honor	_	Sing	_	_	Acc	_	_	NOMcom
Trinitatis	trinitas	_	Sing	_	_	Gen	_	_	NOMcom
hospitae	hospita	_	Sing	_	_	Gen	_	_	NOMcom

animam	anima	_	Sing	_	_	Acc	_	_	NOMcom
deinde	deinde	Pos	_	_	_	_	_	_	ADV
Spiritus	spiritus	_	Sing	_	_	Gen	_	_	NOMcom
conplexibus	complexus	_	Plur	_	_	Abl	_	_	NOMcom
pie	pie	Pos	_	_	_	_	_	_	ADV
maritam	maritus	Pos	Sing	_	_	Acc	Fem	2	ADJqua
prolis	proles	_	Sing	_	_	Gen	_	_	NOMcom
expertem	expers	Pos	Sing	_	_	Acc	MascFem	_	ADJqua
diu	diu	Pos	_	_	_	_	_	_	ADV
faciet	facio	_	Sing	3	Ind|Fut|Act	_	_	_	VER
perenni	perennis	Pos	Sing	_	_	Abl	Com	_	ADJqua
fertilem	fertilis	Pos	Sing	_	_	Acc	MascFem	_	ADJqua
de	de	_	_	_	_	_	_	_	PRE
semine	semen	_	Sing	_	_	Abl	_	1	NOMcom
tunc	tunc	Pos	_	_	_	_	_	_	ADV
sera	serus	Pos	Sing	_	_	Nom	Fem	_	ADJqua
dotem	dos	_	Sing	_	_	Acc	_	_	NOMcom
possidens	possideo	_	Sing	_	Par|Pres|Act	Nom	Com	_	VER
puerpera	puerpera	_	Sing	_	_	Nom	_	_	NOMcom
herede	heres	_	Sing	_	_	Abl	_	_	NOMcom
digno	dignus	Pos	Sing	_	_	Abl	MascNeut	_	ADJqua
Patris	pater	_	Sing	_	_	Gen	_	_	NOMcom
inplebit	impleo	_	Sing	3	Ind|Fut|Act	_	_	_	VER
domum	domus	_	Sing	_	_	Acc	_	_	NOMcom

Christe	Christus	_	Sing	_	_	Voc	_	_	NOMpro
graues	grauis	Pos	Plur	_	_	Acc	MascFem	_	ADJqua
hominum	homo	_	Plur	_	_	Gen	_	_	NOMcom
semper	semper	Pos	_	_	_	_	_	_	ADV
miserate	miseror	_	Sing	_	Par|Perf|Dep	Voc	Masc	_	VER
labores	labor	_	Plur	_	_	Acc	_	1	NOMcom
qui	qui	_	Sing	_	_	Nom	Masc	1	PROrel
patria	patrius	_	Sing	_	_	Abl	Fem	_	ADJqua
uirtute	uirtus	_	Sing	_	_	Abl	_	_	NOMcom
cluis	cluis	_	Sing	_	_	Nom	_	_	ADJqua
propriaque	proprius界que	Pos	Sing	_	_	Abl	Fem	_	ADJqua
Sed	sed	_	_	_	_	_	_	_	CONcoo
una	unus	_	Sing	_	_	Abl	Fem	_	ADJcar

unum	unus	_	Sing	_	_	Acc	MascNeut	_	ADJcar
namque	namque	_	_	_	_	_	_	_	CONcoo
Deum	deus	_	Sing	_	_	Acc	_	_	NOMcom
colimus	colo	_	Plur	1	Ind|Pres|Act	_	_	2	VER
de	de	_	_	_	_	_	_	_	PRE
nomine	nomen	_	Sing	_	_	Abl	_	_	NOMcom
utroque	uterque	_	Sing	_	_	Abl	MascNeut	_	PROind
non	non	_	_	_	_	_	_	_	ADVneg
tamen	tamen	Pos	_	_	_	_	_	_	ADV
et	et	_	_	_	_	_	_	2	CONcoo
solum	solum	_	_	_	_	_	_	2	ADV
quia	quia	_	_	_	_	_	_	_	CONsub
tu	tu	_	Sing	_	_	Nom	_	_	PROper
Deus	deus	_	Sing	_	_	Nom	_	_	NOMcom
ex	ex	_	_	_	_	_	_	_	PRE
Patre	pater	_	Sing	_	_	Abl	_	_	NOMcom
Christe	Christus	_	Sing	_	_	Voc	_	_	NOMpro

dissere	dissero	_	Sing	2	Imp|Pres|Act	_	_	2	VER
rex	rex	_	Sing	_	_	Voc	_	_	NOMcom
noster	noster	_	Sing	_	_	Voc	Masc	_	PROpos
quo	quis	_	Sing	_	_	Abl	MascNeut	1	PROint
milite	miles	_	Sing	_	_	Abl	_	_	NOMcom
pellere	pello	_	_	_	Inf|Pres|Act	_	_	_	VER
culpas	culpa	_	Plur	_	_	Acc	_	_	NOMcom
mens	mens	_	Sing	_	_	Nom	_	_	NOMcom
armata	armatus	Pos	Sing	_	_	Nom	Fem	2	VER
queat	queo	_	Sing	3	Sub|Pres|Act	_	_	_	VER
nostri	noster	_	Sing	_	_	Gen	MascNeut	_	PROpos
de	de	_	_	_	_	_	_	_	PRE
pectoris	pectus	_	Sing	_	_	Gen	_	_	NOMcom
antro	antrum	_	Sing	_	_	Abl	_	_	NOMcom
exoritur	exorior	_	Sing	3	Ind|Pres|Dep	_	_	_	VER
quotiens	quotiens	_	_	_	_	_	_	1	ADVrel
turbatis	turbo	_	Plur	_	Par|Perf|Pass	Abl	Com	2	VER
sensibus	sensus	_	Plur	_	_	Abl	_	_	NOMcom
intus	intus	Pos	_	_	_	_	_	1	ADV
seditio	seditio	_	Sing	_	_	Nom	_	_	NOMcom
atque	atque	_	_	_	_	_	_	1	CONcoo
animam	anima	_	Sing	_	_	Acc	_	_	NOMcom
morborum	morbus	_	Plur	_	_	Gen	_	_	NOMcom
rixa	rixa	_	Sing	_	_	Nom	_	_	NOMcom
fatigat	fatigo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
quod	qui	_	Sing	_	_	Nom	Neut	3	PROint
tunc	tunc	Pos	_	_	_	_	_	_	ADV
praesidium	praesidium	_	Sing	_	_	Nom	_	_	NOMcom
pro	pro	_	_	_	_	_	_	1	PRE
libertate	libertas	_	Sing	_	_	Abl	_	_	NOMcom
tuenda	tueor	_	Sing	_	Adj|_|Dep	Abl	Fem	_	VER
quaeue	qui	_	Sing	_	_	Nom	Fem	3	PROint
quaeue	ue	_	_	_	_	_	_	_	CONcoo
acies	acies	_	Sing	_	_	Nom	_	_	NOMcom
furiis	furia	_	Plur	_	_	Abl	_	_	NOMcom
inter	inter	_	_	_	_	_	_	_	PRE
praecordia	praecordia	_	Plur	_	_	Acc	_	_	NOMcom
mixtis	misceo	_	Plur	_	Par|Perf|Pass	Abl	Com	_	VER
obsistat	obsisto	_	Sing	3	Sub|Pres|Act	_	_	_	VER
meliore	bonus	Comp	Sing	_	_	Abl	Masc	_	ADJqua
manu	manus	_	Sing	_	_	Abl	_	1	NOMcom

nec	nec	_	_	_	_	_	_	2	CONcoo
enim	enim	_	_	_	_	_	_	2	CONcoo
bone	bonus	Pos	Sing	_	_	Voc	Masc	_	ADJqua
ductor	ductor	_	Sing	_	_	Voc	_	_	NOMcom
magnarum	magnus	Pos	Plur	_	_	Gen	Fem	_	ADJqua
uirtutum	uirtus	_	Plur	_	_	Gen	_	_	NOMcom
inopes	inops	Pos	Plur	_	_	Acc	MascFem	_	ADJqua
neruisque	neruus	_	Plur	_	_	Abl	_	_	NOMcom
neruisque	que	_	_	_	_	_	_	_	CONcoo
carentes	careo	_	Plur	_	Par|Pres|Act	Acc	MascFem	_	VER
Christicolas	christicola	_	Plur	_	_	Acc	_	_	NOMcom
uitiis	uitium	_	Plur	_	_	Abl	_	_	NOMcom
populantibus	populor	_	Plur	_	Par|Pres|Dep	Abl	MascFem	_	VER
exposuisti	expono	_	Sing	2	Ind|Perf|Act	_	_	_	VER
